store_no,curr_natl_grade,curr_natl_index,curr_annual_sls_k,curr_mkt_grade,label_cng_cmg,label_cng_lt_png,curr_mkt_index,survey_yr_last_c,survey_yr_next_c,ttl_no_surveys_c,past_yrs,past_natl_grade,label_png,past_natl_index,past_annual_sls_k,past_mkt_grade,label_png_pmg,past_mkt_index,survey_yr_last_p,survey_yr_next_p,ttl_no_surveys_p,year
57910,B+,125.0,2051.0,B,BKTR(B/B),BKTR(B<A),119.0,2022.0,,1.0,,A-,BKTR(A),133.0,1917.0,B,BKTR(A/B),124.0,2018.0,,1.0,2024
57909,C-,90.0,1477.0,D,BKTR(C/D),BKTR(C<C),84.0,2024.0,2021.0,2.0,,C,BKTR(C),96.0,1383.0,C-,BKTR(C/C),90.0,2019.0,2017.0,2.0,2024
57908,C-,93.0,1526.0,D+,BKTR(C/D),BKTR(C<C),88.0,2022.0,,1.0,,C,BKTR(C),98.0,1412.0,C-,BKTR(C/C),93.0,2019.0,2018.0,3.0,2024
57907,C,100.0,1641.0,C-,BKTR(C/C),BKTR(C<C),94.0,2023.0,2021.0,2.0,,C,BKTR(C),101.0,1455.0,C,BKTR(C/C),96.0,2019.0,2015.0,2.0,2024
57869,D-,74.0,1214.0,F,BKTR(D/F),BKTR(D<D),68.0,2024.0,,1.0,,D,BKTR(D),77.0,1110.0,D-,BKTR(D/D),72.0,2018.0,,1.0,2024
57927,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
57851,A-,134.0,2199.0,B+,BKTR(A/B),BKTR(A<B),126.0,2024.0,2022.0,3.0,,B+,BKTR(B),129.0,1859.0,B,BKTR(B/B),123.0,2019.0,2016.0,3.0,2024
54802,C-,93.0,1526.0,D+,BKTR(C/D),BKTR(C<C),88.0,2023.0,2021.0,2.0,,C,BKTR(C),100.0,1441.0,C,BKTR(C/C),95.0,2020.0,2018.0,2.0,2024
57874,B,115.0,1887.0,B-,BKTR(B/B),BKTR(B<B),110.0,2022.0,,1.0,,B,BKTR(B),115.0,1657.0,B-,BKTR(B/B),111.0,2016.0,2015.0,2.0,2024
54800,C,104.0,1707.0,C,BKTR(C/C),BKTR(C<B),100.0,2022.0,,1.0,,B,BKTR(B),123.0,1772.0,B,BKTR(B/B),116.0,2020.0,2018.0,3.0,2024
57871,D,82.0,1346.0,D,BKTR(D/D),BKTR(D<D),78.0,2022.0,2021.0,2.0,,D+,BKTR(D),86.0,1239.0,D,BKTR(D/D),82.0,2019.0,2017.0,3.0,2024
54798,B,119.0,1953.0,B-,BKTR(B/B),BKTR(B<B),110.0,2024.0,,1.0,,B+,BKTR(B),125.0,1801.0,B,BKTR(B/B),117.0,2018.0,,1.0,2024
54797,B,124.0,2035.0,B,BKTR(B/B),BKTR(B<A),115.0,2024.0,2021.0,2.0,,A-,BKTR(A),131.0,1888.0,B,BKTR(A/B),124.0,2019.0,2017.0,2.0,2024
54789,A-,134.0,2199.0,B+,BKTR(A/B),BKTR(A<A),129.0,2022.0,2021.0,2.0,,A+,BKTR(A),147.0,2118.0,A,BKTR(A/A),140.0,2020.0,2019.0,4.0,2024
57843,A-,132.0,2166.0,B+,BKTR(A/B),BKTR(A<A),126.0,2023.0,2021.0,3.0,,A,BKTR(A),144.0,2075.0,A,BKTR(A/A),135.0,2020.0,2019.0,3.0,2024
54784,D,75.0,1231.0,D-,BKTR(D/D),BKTR(D<-),70.0,2024.0,2022.0,2.0,,,BKTR,,,,BKTR,,,,,2024
57846,D,81.0,1329.0,D,BKTR(D/D),BKTR(D<D),76.0,2023.0,,1.0,,D,BKTR(D),81.0,1167.0,D,BKTR(D/D),78.0,2016.0,,1.0,2024
57853,A,136.0,2232.0,B+,BKTR(A/B),BKTR(A<B),129.0,2023.0,2021.0,2.0,,B,BKTR(B),124.0,1787.0,B,BKTR(B/B),118.0,2020.0,2018.0,4.0,2024
57856,D+,85.0,1395.0,D,BKTR(D/D),BKTR(D<D),78.0,2024.0,,1.0,,D+,BKTR(D),86.0,1239.0,D,BKTR(D/D),84.0,2015.0,,1.0,2024
57858,C-,93.0,1526.0,D+,BKTR(C/D),BKTR(C<B),87.0,2023.0,,1.0,,B-,BKTR(B),112.0,1614.0,C+,BKTR(B/C),106.0,2018.0,2017.0,4.0,2024
57861,B,116.0,1904.0,B-,BKTR(B/B),BKTR(B<-),111.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,1.0,2024
57862,C-,94.0,1543.0,D+,BKTR(C/D),BKTR(C<C),89.0,2023.0,2022.0,4.0,,C,BKTR(C),99.0,1427.0,C-,BKTR(C/C),93.0,2020.0,2019.0,4.0,2024
57863,,,,,BKTR,BKTR,,,,,,C,BKTR(C),95.0,1369.0,C-,BKTR(C/C),92.0,2016.0,2015.0,2.0,2024
57866,C-,94.0,1543.0,D+,BKTR(C/D),BKTR(C<B),89.0,2023.0,2022.0,3.0,,B,BKTR(B),116.0,1672.0,B-,BKTR(B/B),111.0,2019.0,2018.0,4.0,2024
57868,D+,89.0,1460.0,D+,BKTR(D/D),BKTR(D<C),85.0,2023.0,2021.0,2.0,,C-,BKTR(C),93.0,1340.0,D+,BKTR(C/D),88.0,2020.0,2018.0,3.0,2024
54786,D,79.0,1296.0,D,BKTR(D/D),BKTR(D<D),75.0,2023.0,2022.0,2.0,,D,BKTR(D),79.0,1138.0,D,BKTR(D/D),75.0,2018.0,2018.0,2.0,2024
57845,C,96.0,1575.0,C-,BKTR(C/C),BKTR(C<C),92.0,2022.0,,1.0,,C-,BKTR(C),91.0,1311.0,D+,BKTR(C/D),86.0,2018.0,2016.0,2.0,2024
175065,A+,302.0,4956.0,A+,BKTR(A/A),BKTR(A<A),287.0,2022.0,,1.0,,A+,BKTR(A),284.0,4092.0,A+,BKTR(A/A),268.0,2019.0,2017.0,2.0,2024
438827,B,123.0,2018.0,B,BKTR(B/B),BKTR(B<B),115.0,2023.0,2021.0,2.0,,B,BKTR(B),120.0,1729.0,B-,BKTR(B/B),113.0,2019.0,2017.0,2.0,2024
438842,B-,112.0,1838.0,C,BKTR(B/C),BKTR(B<-),104.0,2024.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
428974,B-,110.0,1805.0,C+,BKTR(B/C),BKTR(B<C),105.0,2022.0,2021.0,2.0,,C+,BKTR(C),106.0,1527.0,C,BKTR(C/C),100.0,2020.0,2019.0,3.0,2024
434429,C+,105.0,1723.0,C,BKTR(C/C),BKTR(C<C),100.0,2023.0,2022.0,3.0,,C+,BKTR(C),106.0,1527.0,C,BKTR(C/C),101.0,2020.0,2018.0,3.0,2024
429097,B+,128.0,2100.0,B,BKTR(B/B),BKTR(B<B),122.0,2022.0,,1.0,,B,BKTR(B),118.0,1700.0,B-,BKTR(B/B),112.0,2019.0,2018.0,3.0,2024
453781,D,83.0,1362.0,D,BKTR(D/D),BKTR(D<-),83.0,2024.0,2022.0,2.0,,,BKTR,,,,BKTR,,,,,2024
365231,B,116.0,1904.0,C+,BKTR(B/C),BKTR(B<C),105.0,2022.0,2021.0,2.0,,C-,BKTR(C),93.0,1340.0,C-,BKTR(C/C),92.0,2020.0,2017.0,3.0,2024
233592,B-,113.0,1854.0,C,BKTR(B/C),BKTR(B<C),103.0,2022.0,2021.0,3.0,,C+,BKTR(C),109.0,1571.0,B-,BKTR(C/B),110.0,2020.0,2019.0,6.0,2024
389227,A+,147.0,2412.0,A-,BKTR(A/A),BKTR(A<A),134.0,2022.0,2021.0,3.0,,A,BKTR(A),140.0,2017.0,A,BKTR(A/A),141.0,2020.0,2019.0,4.0,2024
389223,D,80.0,1313.0,D,BKTR(D/D),BKTR(D<D),78.0,2022.0,,1.0,,D,BKTR(D),79.0,1138.0,D,BKTR(D/D),80.0,2019.0,2016.0,2.0,2024
57237,B,120.0,1969.0,C+,BKTR(B/C),BKTR(B<B),108.0,2023.0,2022.0,3.0,,B,BKTR(B),124.0,1787.0,B+,BKTR(B/B),125.0,2019.0,2017.0,3.0,2024
57226,D+,88.0,1444.0,D+,BKTR(D/D),BKTR(D<D),85.0,2022.0,,1.0,,D+,BKTR(D),88.0,1268.0,D+,BKTR(D/D),89.0,2019.0,2018.0,5.0,2024
57236,B+,128.0,2100.0,B+,BKTR(B/B),BKTR(B<B),125.0,2022.0,,1.0,,B+,BKTR(B),127.0,1830.0,A-,BKTR(B/A),131.0,2019.0,,1.0,2024
57238,A+,163.0,2675.0,A+,BKTR(A/A),BKTR(A<A),147.0,2023.0,2022.0,4.0,,A+,BKTR(A),167.0,2406.0,A+,BKTR(A/A),168.0,2020.0,2019.0,5.0,2024
57239,C,103.0,1690.0,C,BKTR(C/C),BKTR(C<C),100.0,2022.0,,1.0,,C,BKTR(C),99.0,1427.0,C,BKTR(C/C),101.0,2019.0,2017.0,2.0,2024
57233,C+,106.0,1739.0,B-,BKTR(C/B),BKTR(C<C),114.0,2024.0,2021.0,2.0,,C,BKTR(C),99.0,1427.0,C,BKTR(C/C),100.0,2019.0,2017.0,3.0,2024
467230,C,100.0,1641.0,C-,BKTR(C/C),BKTR(C<-),94.0,2023.0,2022.0,3.0,,,BKTR,,,,BKTR,,2020.0,,1.0,2024
503072,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
229894,D+,87.0,1428.0,D,BKTR(D/D),BKTR(D<D),80.0,2023.0,2021.0,2.0,,D,BKTR(D),81.0,1167.0,D,BKTR(D/D),76.0,2019.0,2017.0,3.0,2024
238370,A-,134.0,2199.0,B,BKTR(A/B),BKTR(A<A),121.0,2024.0,2023.0,3.0,,A-,BKTR(A),133.0,1917.0,B,BKTR(A/B),120.0,2020.0,2016.0,2.0,2024
456759,B,117.0,1920.0,C+,BKTR(B/C),BKTR(B<C),105.0,2022.0,2021.0,3.0,,C+,BKTR(C),105.0,1513.0,C,BKTR(C/C),97.0,2020.0,2019.0,2.0,2024
57241,,,,,BKTR,BKTR,,,,,,A+,BKTR(A),152.0,2190.0,B+,BKTR(A/B),125.0,2016.0,2015.0,2.0,2024
348913,A,136.0,2232.0,D+,BKTR(A/D),BKTR(A<B),89.0,2024.0,2022.0,4.0,,B+,BKTR(B),128.0,1844.0,C,BKTR(B/C),98.0,2020.0,2016.0,3.0,2024
233591,,,,,BKTR,BKTR,,,,,,B,BKTR(B),118.0,1700.0,C,BKTR(B/C),96.0,2015.0,,1.0,2024
238323,A+,208.0,3413.0,A,BKTR(A/A),BKTR(A<A),138.0,2024.0,2022.0,3.0,,A+,BKTR(A),201.0,2896.0,A+,BKTR(A/A),150.0,2019.0,2017.0,3.0,2024
57225,A-,130.0,2133.0,C-,BKTR(A/C),BKTR(A<B),93.0,2022.0,,1.0,,B+,BKTR(B),126.0,1816.0,C-,BKTR(B/C),91.0,2019.0,,1.0,2024
57223,A+,178.0,2921.0,B,BKTR(A/B),BKTR(A<A),118.0,2023.0,2022.0,4.0,,A+,BKTR(A),161.0,2320.0,B,BKTR(A/B),120.0,2020.0,2019.0,5.0,2024
57222,A,139.0,2281.0,C,BKTR(A/C),BKTR(A<A),96.0,2022.0,,1.0,,A+,BKTR(A),148.0,2133.0,B,BKTR(A/B),121.0,2015.0,,1.0,2024
57214,B,123.0,2018.0,D,BKTR(B/D),BKTR(B<B),84.0,2023.0,2021.0,2.0,,B,BKTR(B),123.0,1772.0,C-,BKTR(B/C),91.0,2019.0,2017.0,3.0,2024
57213,C,103.0,1690.0,D-,BKTR(C/D),BKTR(C<C),72.0,2022.0,,1.0,,C,BKTR(C),98.0,1412.0,D-,BKTR(C/D),74.0,2018.0,2017.0,3.0,2024
57212,B,118.0,1936.0,D,BKTR(B/D),BKTR(B<B),84.0,2022.0,,1.0,,B,BKTR(B),115.0,1657.0,D,BKTR(B/D),84.0,2019.0,2017.0,2.0,2024
57230,C+,107.0,1756.0,D,BKTR(C/D),BKTR(C<B),76.0,2022.0,,1.0,,B,BKTR(B),115.0,1657.0,D+,BKTR(B/D),86.0,2019.0,2018.0,3.0,2024
438828,A+,163.0,2675.0,C+,BKTR(A/C),BKTR(A<A),107.0,2024.0,2021.0,3.0,,A+,BKTR(A),176.0,2536.0,B+,BKTR(A/B),126.0,2020.0,2019.0,4.0,2024
451173,B+,127.0,2084.0,B,BKTR(B/B),BKTR(B<-),122.0,2024.0,2023.0,3.0,,,BKTR,,,,BKTR,,,,,2024
229791,A+,162.0,2658.0,A+,BKTR(A/A),BKTR(A<A),149.0,2023.0,2022.0,2.0,,A,BKTR(A),140.0,2017.0,B,BKTR(A/B),120.0,2018.0,2017.0,3.0,2024
57209,C,100.0,1641.0,C-,BKTR(C/C),BKTR(C<C),90.0,2022.0,2021.0,3.0,,C-,BKTR(C),91.0,1311.0,D,BKTR(C/D),78.0,2020.0,2019.0,6.0,2024
438866,D,84.0,1378.0,D,BKTR(D/D),BKTR(D<-),81.0,2024.0,2023.0,3.0,,,BKTR,,,,BKTR,,,,,2024
299693,D-,70.0,1149.0,F,BKTR(D/F),BKTR(D<D),68.0,2022.0,,1.0,,D-,BKTR(D),70.0,1009.0,F,BKTR(D/F),67.0,2020.0,2018.0,4.0,2024
57849,D,76.0,1247.0,D-,BKTR(D/D),BKTR(D<F),72.0,2024.0,2022.0,4.0,,F,BKTR(F),62.0,893.0,F,BKTR(F/F),59.0,2020.0,2019.0,5.0,2024
57886,,,,,BKTR,BKTR,,,,,,A-,BKTR(A),134.0,1931.0,B+,BKTR(A/B),126.0,2018.0,2017.0,2.0,2024
57887,A+,152.0,2494.0,A,BKTR(A/A),BKTR(A<A),142.0,2024.0,2023.0,4.0,,A,BKTR(A),141.0,2032.0,A-,BKTR(A/A),134.0,2019.0,2016.0,2.0,2024
57888,A,138.0,2265.0,A-,BKTR(A/A),BKTR(A<A),131.0,2022.0,,1.0,,A+,BKTR(A),148.0,2133.0,A,BKTR(A/A),140.0,2019.0,2018.0,3.0,2024
467229,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
229895,A+,148.0,2429.0,A-,BKTR(A/A),BKTR(A<-),133.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
59149,B+,125.0,2051.0,B,BKTR(B/B),BKTR(B<A),116.0,2024.0,2021.0,2.0,,A,BKTR(A),141.0,2032.0,A-,BKTR(A/A),132.0,2019.0,2018.0,3.0,2024
453761,B,119.0,1953.0,B,BKTR(B/B),BKTR(B<B),115.0,2023.0,2021.0,2.0,,B-,BKTR(B),114.0,1643.0,C+,BKTR(B/C),107.0,2019.0,,1.0,2024
233726,C+,108.0,1772.0,C,BKTR(C/C),BKTR(C<C),103.0,2022.0,,1.0,,C+,BKTR(C),105.0,1513.0,C,BKTR(C/C),95.0,2019.0,2018.0,5.0,2024
103148,D-,73.0,1198.0,F,BKTR(D/F),BKTR(D<D),65.0,2024.0,2022.0,3.0,,D,BKTR(D),78.0,1124.0,D-,BKTR(D/D),73.0,2020.0,2017.0,2.0,2024
103149,A,139.0,2281.0,C+,BKTR(A/C),BKTR(A<B),106.0,2022.0,,1.0,,B,BKTR(B),121.0,1744.0,B-,BKTR(B/B),112.0,2017.0,,1.0,2024
59162,C+,105.0,1723.0,C,BKTR(C/C),BKTR(C<C),100.0,2022.0,,1.0,,C,BKTR(C),98.0,1412.0,C-,BKTR(C/C),91.0,2019.0,2017.0,2.0,2024
103150,,,,,BKTR,BKTR,,,,,,C,BKTR(C),104.0,1499.0,C,BKTR(C/C),97.0,2018.0,,1.0,2024
103147,C,102.0,1674.0,D+,BKTR(C/D),BKTR(C<C),88.0,2022.0,,1.0,,C,BKTR(C),100.0,1441.0,D+,BKTR(C/D),89.0,2020.0,2016.0,2.0,2024
103152,,,,,BKTR,BKTR,,,,,,A+,BKTR(A),161.0,2320.0,A-,BKTR(A/A),132.0,2015.0,,1.0,2024
103151,A+,171.0,2806.0,A-,BKTR(A/A),BKTR(A<A),130.0,2022.0,,1.0,,A+,BKTR(A),172.0,2479.0,A+,BKTR(A/A),146.0,2016.0,,1.0,2024
57206,B+,126.0,2068.0,B,BKTR(B/B),BKTR(B<B),118.0,2024.0,2023.0,5.0,,B,BKTR(B),115.0,1657.0,B-,BKTR(B/B),110.0,2020.0,2019.0,5.0,2024
57205,C,103.0,1690.0,C,BKTR(C/C),BKTR(C<C),96.0,2024.0,2023.0,3.0,,C,BKTR(C),104.0,1499.0,C,BKTR(C/C),98.0,2018.0,2017.0,4.0,2024
467237,D+,85.0,1395.0,D,BKTR(D/D),BKTR(D<-),81.0,2023.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
465846,C-,93.0,1526.0,D,BKTR(C/D),BKTR(C<-),84.0,2023.0,2021.0,2.0,,,BKTR,,,,BKTR,,2020.0,,1.0,2024
453770,C,97.0,1592.0,C-,BKTR(C/C),BKTR(C<C),90.0,2022.0,,1.0,,C,BKTR(C),101.0,1455.0,C-,BKTR(C/C),93.0,2020.0,2018.0,2.0,2024
217295,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
59158,C-,92.0,1510.0,D+,BKTR(C/D),BKTR(C<C),86.0,2024.0,2022.0,4.0,,C,BKTR(C),104.0,1499.0,C,BKTR(C/C),98.0,2020.0,2019.0,6.0,2024
59154,B,116.0,1904.0,C+,BKTR(B/C),BKTR(B<B),105.0,2023.0,2021.0,2.0,,B,BKTR(B),123.0,1772.0,B,BKTR(B/B),116.0,2019.0,2016.0,3.0,2024
59161,C+,108.0,1772.0,C,BKTR(C/C),BKTR(C<C),100.0,2023.0,2022.0,3.0,,C,BKTR(C),96.0,1383.0,C-,BKTR(C/C),91.0,2020.0,2016.0,3.0,2024
59145,C,97.0,1592.0,C-,BKTR(C/C),BKTR(C<C),90.0,2024.0,2021.0,2.0,,C+,BKTR(C),108.0,1556.0,C,BKTR(C/C),102.0,2020.0,2015.0,2.0,2024
59136,A,135.0,2215.0,B,BKTR(A/B),BKTR(A<B),124.0,2023.0,2022.0,3.0,,B,BKTR(B),124.0,1787.0,B,BKTR(B/B),118.0,2020.0,2016.0,3.0,2024
438825,C-,90.0,1477.0,D,BKTR(C/D),BKTR(C<C),84.0,2024.0,2023.0,5.0,,C-,BKTR(C),90.0,1297.0,D,BKTR(C/D),83.0,2020.0,2019.0,3.0,2024
354501,D,84.0,1378.0,C,BKTR(D/C),BKTR(D<C),96.0,2024.0,2022.0,3.0,,C-,BKTR(C),91.0,1311.0,C,BKTR(C/C),104.0,2019.0,2017.0,3.0,2024
227696,F,63.0,1034.0,F,BKTR(F/F),BKTR(F<F),69.0,2023.0,2021.0,2.0,,F,BKTR(F),67.0,965.0,D,BKTR(F/D),77.0,2020.0,2017.0,2.0,2024
233721,D-,70.0,1149.0,D,BKTR(D/D),BKTR(D<D),77.0,2022.0,,1.0,,D,BKTR(D),83.0,1196.0,C,BKTR(D/C),96.0,2017.0,,1.0,2024
59138,D-,71.0,1165.0,D,BKTR(D/D),BKTR(D<D),79.0,2023.0,2022.0,3.0,,D,BKTR(D),80.0,1153.0,C-,BKTR(D/C),92.0,2019.0,2016.0,3.0,2024
59139,C,95.0,1559.0,C+,BKTR(C/C),BKTR(C<D),107.0,2022.0,2021.0,2.0,,D-,BKTR(D),72.0,1038.0,D,BKTR(D/D),82.0,2020.0,2019.0,5.0,2024
342392,A+,212.0,3479.0,A+,BKTR(A/A),BKTR(A<A),162.0,2022.0,,1.0,,A+,BKTR(A),199.0,2868.0,A+,BKTR(A/A),187.0,2018.0,,1.0,2024
217294,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
233722,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
229897,C+,107.0,1756.0,C,BKTR(C/C),BKTR(C<C),102.0,2022.0,,1.0,,C,BKTR(C),100.0,1441.0,C-,BKTR(C/C),93.0,2019.0,2017.0,2.0,2024
229896,D-,73.0,1198.0,F,BKTR(D/F),BKTR(D<D),67.0,2023.0,2021.0,3.0,,D,BKTR(D),77.0,1110.0,F,BKTR(D/F),69.0,2020.0,2019.0,6.0,2024
103156,A,143.0,2347.0,A-,BKTR(A/A),BKTR(A<B),134.0,2024.0,2021.0,2.0,,B+,BKTR(B),127.0,1830.0,B,BKTR(B/B),118.0,2019.0,,1.0,2024
103157,A-,133.0,2183.0,B,BKTR(A/B),BKTR(A<B),122.0,2023.0,2021.0,3.0,,B,BKTR(B),124.0,1787.0,B-,BKTR(B/B),111.0,2020.0,2019.0,3.0,2024
227650,B+,129.0,2117.0,A-,BKTR(B/A),BKTR(B<B),134.0,2023.0,2021.0,2.0,,B,BKTR(B),119.0,1715.0,B,BKTR(B/B),120.0,2020.0,2017.0,2.0,2024
238357,B,120.0,1969.0,B,BKTR(B/B),BKTR(B<B),121.0,2024.0,2021.0,2.0,,B,BKTR(B),123.0,1772.0,B,BKTR(B/B),124.0,2019.0,2017.0,3.0,2024
175128,C,95.0,1559.0,C,BKTR(C/C),BKTR(C<C),99.0,2023.0,2021.0,2.0,,C,BKTR(C),102.0,1470.0,C,BKTR(C/C),104.0,2020.0,,1.0,2024
471677,C,98.0,1608.0,D,BKTR(C/D),BKTR(C<-),77.0,2023.0,2022.0,2.0,,,BKTR,,,,BKTR,,,,1.0,2024
200045,D,77.0,1264.0,D,BKTR(D/D),BKTR(D<C),81.0,2024.0,2021.0,3.0,,C-,BKTR(C),91.0,1311.0,C-,BKTR(C/C),91.0,2020.0,2019.0,3.0,2024
58049,C,98.0,1608.0,C,BKTR(C/C),BKTR(C<C),100.0,2024.0,2021.0,2.0,,C+,BKTR(C),107.0,1542.0,C+,BKTR(C/C),107.0,2020.0,2018.0,4.0,2024
57997,,,,,BKTR,BKTR,,,,,,C+,BKTR(C),106.0,1527.0,C,BKTR(C/C),103.0,2015.0,,1.0,2024
58048,B+,128.0,2100.0,B-,BKTR(B/B),BKTR(B<B),112.0,2022.0,,1.0,,B-,BKTR(B),114.0,1643.0,B-,BKTR(B/B),113.0,2017.0,2015.0,2.0,2024
467202,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
467201,C+,105.0,1723.0,C+,BKTR(C/C),BKTR(C<C),106.0,2022.0,,1.0,,C+,BKTR(C),107.0,1542.0,B-,BKTR(C/B),110.0,2020.0,,1.0,2024
467198,F,59.0,968.0,F,BKTR(F/F),BKTR(F<-),59.0,2024.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
469414,B-,111.0,1822.0,B-,BKTR(B/B),BKTR(B<-),112.0,2024.0,2021.0,2.0,,,BKTR,,,,BKTR,,2020.0,,1.0,2024
477676,C,98.0,1608.0,C,BKTR(C/C),BKTR(C<-),99.0,2024.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
467256,D+,87.0,1428.0,D+,BKTR(D/D),BKTR(D<-),89.0,2023.0,2022.0,2.0,,,BKTR,,,,BKTR,,,,,2024
475622,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
485471,,,,,BKTR,BKTR,,,,,,,BKTR,,,,BKTR,,,,,2024
273862,B+,127.0,2084.0,A-,BKTR(B/A),BKTR(B<C),130.0,2024.0,2023.0,3.0,,C+,BKTR(C),109.0,1571.0,B-,BKTR(C/B),110.0,2016.0,2015.0,2.0,2024
227649,C-,93.0,1526.0,C,BKTR(C/C),BKTR(C<C),97.0,2023.0,2021.0,2.0,,C,BKTR(C),96.0,1383.0,C,BKTR(C/C),98.0,2019.0,2018.0,2.0,2024
233702,D+,88.0,1444.0,C-,BKTR(D/C),BKTR(D<C),90.0,2023.0,2021.0,2.0,,C,BKTR(C),97.0,1398.0,C,BKTR(C/C),99.0,2019.0,2015.0,2.0,2024
238356,D+,85.0,1395.0,D+,BKTR(D/D),BKTR(D<D),86.0,2024.0,2022.0,2.0,,D-,BKTR(D),74.0,1066.0,D-,BKTR(D/D),74.0,2017.0,2016.0,2.0,2024
376378,D-,74.0,1214.0,D,BKTR(D/D),BKTR(D<-),76.0,2022.0,,1.0,,,BKTR,,,,BKTR,,,,,2024
383929,C+,105.0,1723.0,C+,BKTR(C/C),BKTR(C<C),107.0,2023.0,2022.0,3.0,,C+,BKTR(C),107.0,1542.0,C+,BKTR(C/C),109.0,2020.0,2016.0,2.0,2024
175134,D-,73.0,1198.0,D,BKTR(D/D),BKTR(D<D),75.0,2024.0,2023.0,2.0,,D+,BKTR(D),87.0,1254.0,D+,BKTR(D/D),87.0,2015.0,,1.0,2024
175173,B-,111.0,1822.0,B-,BKTR(B/B),BKTR(B<C),114.0,2023.0,2022.0,4.0,,C+,BKTR(C),109.0,1571.0,B-,BKTR(C/B),110.0,2020.0,2019.0,5.0,2024
175147,,,,,BKTR,BKTR,,,,,,D+,BKTR(D),87.0,1254.0,D+,BKTR(D/D),88.0,2018.0,,1.0,2024
175148,C-,92.0,1510.0,C-,BKTR(C/C),BKTR(C<D),94.0,2022.0,,1.0,,D+,BKTR(D),88.0,1268.0,D+,BKTR(D/D),89.0,2019.0,2017.0,3.0,2024
175146,C-,92.0,1510.0,C-,BKTR(C/C),BKTR(C<C),94.0,2022.0,,1.0,,C-,BKTR(C),92.0,1326.0,C-,BKTR(C/C),93.0,2019.0,2017.0,3.0,2024
175129,,,,,BKTR,BKTR,,,,,,A+,BKTR(A),152.0,2190.0,A+,BKTR(A/A),153.0,2018.0,,1.0,2024
175132,,,,,BKTR,BKTR,,,,,,B,BKTR(B),120.0,1729.0,B,BKTR(B/B),121.0,2018.0,2016.0,2.0,2024
175149,C,98.0,1608.0,C,BKTR(C/C),BKTR(C<C),103.0,2023.0,,1.0,,C,BKTR(C),98.0,1412.0,C,BKTR(C/C),98.0,2016.0,,1.0,2024
175169,C-,90.0,1477.0,C-,BKTR(C/C),BKTR(C<D),94.0,2023.0,2021.0,2.0,,D+,BKTR(D),87.0,1254.0,D+,BKTR(D/D),88.0,2019.0,2018.0,3.0,2024
175167,C,103.0,1690.0,C+,BKTR(C/C),BKTR(C<C),105.0,2022.0,,1.0,,C,BKTR(C),104.0,1499.0,C,BKTR(C/C),104.0,2019.0,2017.0,3.0,2024
175142,B,115.0,1887.0,B,BKTR(B/B),BKTR(B<C),117.0,2022.0,2021.0,3.0,,C+,BKTR(C),108.0,1556.0,C+,BKTR(C/C),108.0,2020.0,2019.0,4.0,2024
175137,C,97.0,1592.0,C,BKTR(C/C),BKTR(C<C),100.0,2023.0,2021.0,2.0,,C-,BKTR(C),91.0,1311.0,C-,BKTR(C/C),92.0,2020.0,2018.0,4.0,2024
175141,,,,,BKTR,BKTR,,,,,,C,BKTR(C),102.0,1470.0,C,BKTR(C/C),103.0,2018.0,,1.0,2024
175140,C,104.0,1707.0,C+,BKTR(C/C),BKTR(C<B),107.0,2022.0,2021.0,2.0,,B,BKTR(B),120.0,1729.0,B,BKTR(B/B),123.0,2019.0,2015.0,2.0,2024
175138,D,77.0,1264.0,D,BKTR(D/D),BKTR(D<D),80.0,2023.0,2021.0,2.0,,D,BKTR(D),81.0,1167.0,D,BKTR(D/D),82.0,2019.0,2018.0,4.0,2024
175168,C+,109.0,1789.0,B-,BKTR(C/B),BKTR(C<B),111.0,2022.0,,1.0,,B-,BKTR(B),112.0,1614.0,B-,BKTR(B/B),113.0,2020.0,2018.0,3.0,2024
438864,C,103.0,1690.0,C,BKTR(C/C),BKTR(C<C),103.0,2024.0,,1.0,,C+,BKTR(C),108.0,1556.0,C+,BKTR(C/C),108.0,2018.0,,1.0,2024
238358,D,76.0,1247.0,D,BKTR(D/D),BKTR(D<D),80.0,2023.0,,1.0,,D,BKTR(D),81.0,1167.0,D,BKTR(D/D),81.0,2016.0,,1.0,2024
175158,C,100.0,1641.0,C,BKTR(C/C),BKTR(C<B),103.0,2023.0,2021.0,3.0,,B-,BKTR(B),114.0,1643.0,B,BKTR(B/B),115.0,2020.0,2019.0,4.0,2024
