store_no,curr_natl_grade,curr_natl_index,curr_annual_sls_k,curr_mkt_grade,label_cng_cmg,label_cng_lt_png,curr_mkt_index,survey_yr_last_c,survey_yr_next_c,ttl_no_surveys_c,past_yrs,past_natl_grade,label_png,past_natl_index,past_annual_sls_k,past_mkt_grade,label_png_pmg,past_mkt_index,survey_yr_last_p,survey_yr_next_p,ttl_no_surveys_p,year
186303,D,81.0,770.0,D,WAFFLE(D/D),WAFFLE(D<C),80.0,2024.0,2022.0,2.0,,C-,WAFFLE(C),90.0,732.0,D+,WAFFLE(C/D),88.0,2018.0,2015.0,2.0,2024
186302,C-,91.0,865.0,D+,WAFFLE(C/D),WAFFLE(C<C),89.0,2022.0,,1.0,,C-,WAFFLE(C),94.0,764.0,C-,WAFFLE(C/C),91.0,2019.0,2017.0,4.0,2024
186298,B,115.0,1093.0,B-,WAFFLE(B/B),WAFFLE(B<B),113.0,2022.0,2021.0,2.0,,B,WAFFLE(B),115.0,935.0,B-,WAFFLE(B/B),112.0,2019.0,2017.0,4.0,2024
186311,C-,92.0,874.0,D+,WAFFLE(C/D),WAFFLE(C<D),88.0,2023.0,2022.0,4.0,,D,WAFFLE(D),79.0,642.0,D,WAFFLE(D/D),77.0,2019.0,2016.0,2.0,2024
186289,D,81.0,770.0,D,WAFFLE(D/D),WAFFLE(D<D),80.0,2022.0,2021.0,2.0,,D,WAFFLE(D),77.0,626.0,D,WAFFLE(D/D),75.0,2020.0,2019.0,3.0,2024
417299,B+,128.0,1216.0,B,WAFFLE(B/B),WAFFLE(B<B),124.0,2024.0,2021.0,2.0,,B+,WAFFLE(B),125.0,1016.0,B,WAFFLE(B/B),122.0,2019.0,2017.0,3.0,2024
468148,,,,,WAFFLE,WAFFLE,,,,,,,WAFFLE,,,,WAFFLE,,,,,2024
186719,,,,,WAFFLE,WAFFLE,,,,,,C,WAFFLE(C),97.0,789.0,C,WAFFLE(C/C),95.0,2018.0,2016.0,3.0,2024
198831,D,79.0,751.0,D+,WAFFLE(D/D),WAFFLE(D<D),89.0,2022.0,2021.0,2.0,,D,WAFFLE(D),79.0,642.0,C-,WAFFLE(D/C),90.0,2020.0,2019.0,6.0,2024
186730,D-,71.0,675.0,F,WAFFLE(D/F),WAFFLE(D<D),65.0,2022.0,2021.0,2.0,,D,WAFFLE(D),80.0,650.0,D,WAFFLE(D/D),76.0,2020.0,2019.0,5.0,2024
241177,,,,,WAFFLE,WAFFLE,,,,,,F,WAFFLE(F),68.0,553.0,F,WAFFLE(F/F),68.0,2016.0,2015.0,2.0,2024
417326,C+,105.0,998.0,C,WAFFLE(C/C),WAFFLE(C<C),98.0,2022.0,2021.0,2.0,,C+,WAFFLE(C),107.0,870.0,C,WAFFLE(C/C),103.0,2020.0,2019.0,3.0,2024
414070,C,99.0,941.0,C-,WAFFLE(C/C),WAFFLE(C<C),92.0,2022.0,,1.0,,C+,WAFFLE(C),107.0,870.0,C,WAFFLE(C/C),101.0,2020.0,2018.0,3.0,2024
499119,,,,,WAFFLE,WAFFLE,,,,,,,WAFFLE,,,,WAFFLE,,,,,2024
186314,A+,160.0,1520.0,A+,WAFFLE(A/A),WAFFLE(A<A),145.0,2022.0,2021.0,2.0,,A,WAFFLE(A),139.0,1130.0,A,WAFFLE(A/A),143.0,2020.0,2017.0,2.0,2024
186321,A,138.0,1311.0,B,WAFFLE(A/B),WAFFLE(A<A),122.0,2022.0,2021.0,2.0,,A-,WAFFLE(A),130.0,1057.0,A,WAFFLE(A/A),136.0,2020.0,2019.0,6.0,2024
186320,F,67.0,637.0,D,WAFFLE(F/D),WAFFLE(F<D),80.0,2024.0,,1.0,,D,WAFFLE(D),80.0,650.0,D+,WAFFLE(D/D),85.0,2018.0,2017.0,4.0,2024
488718,A+,159.0,1511.0,A+,WAFFLE(A/A),WAFFLE(A<-),155.0,2023.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
307494,D,78.0,741.0,D,WAFFLE(D/D),WAFFLE(D<D),80.0,2023.0,2022.0,3.0,,D,WAFFLE(D),80.0,650.0,D,WAFFLE(D/D),78.0,2020.0,2018.0,2.0,2024
293575,C+,106.0,1007.0,C+,WAFFLE(C/C),WAFFLE(C<B),107.0,2023.0,2021.0,2.0,,B-,WAFFLE(B),110.0,894.0,B-,WAFFLE(B/B),111.0,2019.0,2018.0,4.0,2024
340444,C-,93.0,884.0,D,WAFFLE(C/D),WAFFLE(C<C),83.0,2024.0,2021.0,2.0,,C-,WAFFLE(C),93.0,756.0,C-,WAFFLE(C/C),92.0,2019.0,2017.0,3.0,2024
393593,D,83.0,789.0,D,WAFFLE(D/D),WAFFLE(D<C),84.0,2022.0,2021.0,2.0,,C-,WAFFLE(C),91.0,740.0,D+,WAFFLE(C/D),88.0,2020.0,,1.0,2024
186287,C+,105.0,998.0,C+,WAFFLE(C/C),WAFFLE(C<C),107.0,2022.0,2021.0,2.0,,C+,WAFFLE(C),106.0,862.0,C+,WAFFLE(C/C),106.0,2019.0,2015.0,2.0,2024
186288,D,80.0,760.0,D,WAFFLE(D/D),WAFFLE(D<D),77.0,2022.0,,1.0,,D,WAFFLE(D),80.0,650.0,D,WAFFLE(D/D),80.0,2019.0,2018.0,3.0,2024
186286,D,75.0,713.0,D,WAFFLE(D/D),WAFFLE(D<D),76.0,2023.0,2022.0,3.0,,D,WAFFLE(D),77.0,626.0,D,WAFFLE(D/D),75.0,2019.0,,1.0,2024
186273,C,103.0,979.0,C,WAFFLE(C/C),WAFFLE(C<C),102.0,2023.0,2021.0,2.0,,C,WAFFLE(C),103.0,837.0,C,WAFFLE(C/C),104.0,2019.0,2016.0,2.0,2024
413994,F,65.0,618.0,F,WAFFLE(F/F),WAFFLE(F<C),65.0,2022.0,,1.0,,C-,WAFFLE(C),93.0,756.0,C-,WAFFLE(C/C),94.0,2020.0,2017.0,3.0,2024
231938,C+,106.0,1007.0,B-,WAFFLE(C/B),WAFFLE(C<C),110.0,2024.0,2021.0,3.0,,C+,WAFFLE(C),107.0,870.0,B-,WAFFLE(C/B),111.0,2020.0,2019.0,3.0,2024
246172,C,104.0,988.0,C,WAFFLE(C/C),WAFFLE(C<C),100.0,2022.0,,1.0,,C,WAFFLE(C),104.0,846.0,C+,WAFFLE(C/C),109.0,2019.0,2017.0,2.0,2024
186267,F,68.0,646.0,F,WAFFLE(F/F),WAFFLE(F<F),69.0,2023.0,2022.0,2.0,,F,WAFFLE(F),65.0,528.0,D-,WAFFLE(F/D),70.0,2017.0,,1.0,2024
186270,F,62.0,589.0,F,WAFFLE(F/F),WAFFLE(F<D),65.0,2023.0,,1.0,,D-,WAFFLE(D),72.0,585.0,D,WAFFLE(D/D),77.0,2016.0,,1.0,2024
474907,F,47.0,447.0,F,WAFFLE(F/F),WAFFLE(F<-),48.0,2023.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
464513,B-,114.0,1083.0,B,WAFFLE(B/B),WAFFLE(B<-),115.0,2023.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
304845,,,,,WAFFLE,WAFFLE,,,,,,C+,WAFFLE(C),105.0,854.0,C+,WAFFLE(C/C),105.0,2018.0,2017.0,4.0,2024
294953,,,,,WAFFLE,WAFFLE,,,,,,D-,WAFFLE(D),73.0,593.0,D-,WAFFLE(D/D),74.0,2018.0,2015.0,2.0,2024
334643,D+,89.0,846.0,C-,WAFFLE(D/C),WAFFLE(D<D),91.0,2023.0,,1.0,,D,WAFFLE(D),83.0,675.0,D,WAFFLE(D/D),83.0,2018.0,2016.0,2.0,2024
351154,C-,91.0,865.0,C-,WAFFLE(C/C),WAFFLE(C<D),93.0,2023.0,,1.0,,D+,WAFFLE(D),88.0,715.0,D+,WAFFLE(D/D),89.0,2018.0,,1.0,2024
323591,B,121.0,1150.0,B,WAFFLE(B/B),WAFFLE(B<B),121.0,2023.0,2022.0,2.0,,B-,WAFFLE(B),113.0,919.0,B-,WAFFLE(B/B),113.0,2018.0,2017.0,4.0,2024
236492,C-,93.0,884.0,C-,WAFFLE(C/C),WAFFLE(C<C),92.0,2022.0,,1.0,,C-,WAFFLE(C),90.0,732.0,C-,WAFFLE(C/C),90.0,2019.0,2018.0,4.0,2024
379219,F,58.0,551.0,F,WAFFLE(F/F),WAFFLE(F<F),57.0,2022.0,2021.0,2.0,,F,WAFFLE(F),67.0,545.0,F,WAFFLE(F/F),67.0,2019.0,2017.0,4.0,2024
186408,C,103.0,979.0,C,WAFFLE(C/C),WAFFLE(C<C),102.0,2022.0,2021.0,2.0,,C,WAFFLE(C),97.0,789.0,C,WAFFLE(C/C),97.0,2019.0,2016.0,2.0,2024
186410,A-,133.0,1264.0,A-,WAFFLE(A/A),WAFFLE(A<B),132.0,2022.0,,1.0,,B,WAFFLE(B),124.0,1008.0,B+,WAFFLE(B/B),125.0,2018.0,2016.0,2.0,2024
423565,C+,109.0,1036.0,C+,WAFFLE(C/C),WAFFLE(C<C),108.0,2022.0,2021.0,2.0,,C,WAFFLE(C),100.0,813.0,C,WAFFLE(C/C),100.0,2020.0,2019.0,5.0,2024
231957,C,100.0,950.0,B-,WAFFLE(C/B),WAFFLE(C<D),110.0,2023.0,2022.0,2.0,,D+,WAFFLE(D),87.0,707.0,C,WAFFLE(D/C),96.0,2016.0,2015.0,2.0,2024
417320,D,78.0,741.0,D+,WAFFLE(D/D),WAFFLE(D<F),89.0,2022.0,,1.0,,F,WAFFLE(F),66.0,537.0,D,WAFFLE(F/D),76.0,2020.0,2017.0,2.0,2024
461105,F,44.0,418.0,F,WAFFLE(F/F),WAFFLE(F<-),41.0,2023.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
481848,B-,112.0,1064.0,C+,WAFFLE(B/C),WAFFLE(B<-),105.0,2023.0,2022.0,2.0,,,WAFFLE,,,,WAFFLE,,,,,2024
301988,A+,159.0,1511.0,A+,WAFFLE(A/A),WAFFLE(A<B),156.0,2024.0,2023.0,5.0,,B,WAFFLE(B),115.0,935.0,B,WAFFLE(B/B),120.0,2020.0,2019.0,3.0,2024
274278,D-,72.0,684.0,D-,WAFFLE(D/D),WAFFLE(D<F),71.0,2022.0,,1.0,,F,WAFFLE(F),69.0,561.0,D-,WAFFLE(F/D),72.0,2020.0,2017.0,3.0,2024
363208,C+,106.0,1007.0,C+,WAFFLE(C/C),WAFFLE(C<B),105.0,2022.0,2021.0,2.0,,B-,WAFFLE(B),113.0,919.0,B,WAFFLE(B/B),118.0,2019.0,2017.0,2.0,2024
186738,C,99.0,941.0,C,WAFFLE(C/C),WAFFLE(C<D),96.0,2023.0,2022.0,3.0,,D,WAFFLE(D),75.0,610.0,D,WAFFLE(D/D),79.0,2020.0,2018.0,4.0,2024
213230,D-,74.0,703.0,D-,WAFFLE(D/D),WAFFLE(D<F),73.0,2024.0,2021.0,2.0,,F,WAFFLE(F),65.0,528.0,F,WAFFLE(F/F),68.0,2020.0,2016.0,2.0,2024
213229,C-,90.0,855.0,C-,WAFFLE(C/C),WAFFLE(C<C),94.0,2022.0,,1.0,,C-,WAFFLE(C),90.0,732.0,C-,WAFFLE(C/C),93.0,2019.0,2018.0,2.0,2024
213228,B,118.0,1121.0,B,WAFFLE(B/B),WAFFLE(B<A),117.0,2022.0,,1.0,,A-,WAFFLE(A),130.0,1057.0,A,WAFFLE(A/A),135.0,2020.0,2018.0,3.0,2024
186754,C-,93.0,884.0,C-,WAFFLE(C/C),WAFFLE(C<C),93.0,2024.0,2021.0,3.0,,C+,WAFFLE(C),105.0,854.0,B-,WAFFLE(C/B),110.0,2020.0,2019.0,3.0,2024
186739,B,115.0,1093.0,C+,WAFFLE(B/C),WAFFLE(B<D),109.0,2023.0,2021.0,3.0,,D+,WAFFLE(D),89.0,724.0,C-,WAFFLE(D/C),92.0,2020.0,2019.0,2.0,2024
186733,B+,127.0,1207.0,B+,WAFFLE(B/B),WAFFLE(B<A),126.0,2024.0,2023.0,3.0,,A-,WAFFLE(A),134.0,1089.0,A,WAFFLE(A/A),140.0,2019.0,2017.0,4.0,2024
186753,D+,89.0,846.0,C-,WAFFLE(D/C),WAFFLE(D<C),91.0,2024.0,2021.0,2.0,,C,WAFFLE(C),100.0,813.0,C,WAFFLE(C/C),104.0,2019.0,2016.0,3.0,2024
413977,B,120.0,1140.0,B+,WAFFLE(B/B),WAFFLE(B<B),125.0,2022.0,,1.0,,B,WAFFLE(B),120.0,976.0,B+,WAFFLE(B/B),125.0,2019.0,2018.0,3.0,2024
277563,F,63.0,599.0,F,WAFFLE(F/F),WAFFLE(F<C),63.0,2023.0,2022.0,2.0,,C,WAFFLE(C),100.0,813.0,C,WAFFLE(C/C),101.0,2018.0,2017.0,2.0,2024
389524,,,,,WAFFLE,WAFFLE,,,,,,A+,WAFFLE(A),170.0,1382.0,A+,WAFFLE(A/A),170.0,2018.0,2017.0,3.0,2024
186268,C+,106.0,1007.0,C+,WAFFLE(C/C),WAFFLE(C<A),106.0,2024.0,2023.0,3.0,,A,WAFFLE(A),141.0,1146.0,A,WAFFLE(A/A),142.0,2020.0,2018.0,3.0,2024
296176,F,66.0,627.0,D,WAFFLE(F/D),WAFFLE(F<F),76.0,2022.0,,1.0,,F,WAFFLE(F),63.0,512.0,D-,WAFFLE(F/D),73.0,2019.0,,1.0,2024
327611,B-,112.0,1064.0,B,WAFFLE(B/B),WAFFLE(B<B),122.0,2023.0,2021.0,2.0,,B-,WAFFLE(B),110.0,894.0,B,WAFFLE(B/B),124.0,2020.0,2017.0,3.0,2024
186743,C,100.0,950.0,B-,WAFFLE(C/B),WAFFLE(C<D),113.0,2022.0,2021.0,2.0,,D+,WAFFLE(D),89.0,724.0,C,WAFFLE(D/C),104.0,2020.0,2019.0,2.0,2024
186712,D+,85.0,808.0,C,WAFFLE(D/C),WAFFLE(D<C),97.0,2022.0,,1.0,,C-,WAFFLE(C),92.0,748.0,C,WAFFLE(C/C),101.0,2016.0,2016.0,2.0,2024
198832,F,67.0,637.0,D-,WAFFLE(F/D),WAFFLE(F<F),72.0,2023.0,2021.0,2.0,,F,WAFFLE(F),62.0,504.0,D-,WAFFLE(F/D),70.0,2019.0,2016.0,2.0,2024
186735,B-,113.0,1074.0,B,WAFFLE(B/B),WAFFLE(B<C),124.0,2023.0,2022.0,4.0,,C,WAFFLE(C),97.0,789.0,B-,WAFFLE(C/B),110.0,2020.0,2017.0,3.0,2024
186747,D,76.0,722.0,D+,WAFFLE(D/D),WAFFLE(D<D),87.0,2022.0,,1.0,,D,WAFFLE(D),78.0,634.0,D+,WAFFLE(D/D),88.0,2019.0,2017.0,3.0,2024
186748,D-,74.0,703.0,D,WAFFLE(D/D),WAFFLE(D<C),83.0,2023.0,2022.0,2.0,,C,WAFFLE(C),97.0,789.0,B-,WAFFLE(C/B),112.0,2017.0,,1.0,2024
202920,C,100.0,950.0,B-,WAFFLE(C/B),WAFFLE(C<C),114.0,2022.0,,1.0,,C,WAFFLE(C),96.0,780.0,B-,WAFFLE(C/B),110.0,2019.0,2018.0,3.0,2024
393590,C-,94.0,893.0,C,WAFFLE(C/C),WAFFLE(C<D),102.0,2023.0,2021.0,3.0,,D+,WAFFLE(D),86.0,699.0,C,WAFFLE(D/C),97.0,2020.0,2019.0,5.0,2024
403227,D,81.0,770.0,C-,WAFFLE(D/C),WAFFLE(D<D),91.0,2023.0,,1.0,,D+,WAFFLE(D),89.0,724.0,C,WAFFLE(D/C),95.0,2015.0,,1.0,2024
414071,D+,89.0,846.0,C,WAFFLE(D/C),WAFFLE(D<C),102.0,2022.0,2021.0,2.0,,C-,WAFFLE(C),94.0,764.0,C+,WAFFLE(C/C),105.0,2020.0,2016.0,2.0,2024
317615,C,97.0,922.0,C,WAFFLE(C/C),WAFFLE(C<C),101.0,2024.0,2021.0,2.0,,C-,WAFFLE(C),91.0,740.0,C,WAFFLE(C/C),99.0,2020.0,2018.0,5.0,2024
355630,D,75.0,713.0,D,WAFFLE(D/D),WAFFLE(D<D),76.0,2024.0,2022.0,3.0,,D,WAFFLE(D),82.0,667.0,C-,WAFFLE(D/C),90.0,2019.0,2017.0,4.0,2024
186713,F,61.0,580.0,F,WAFFLE(F/F),WAFFLE(F<F),62.0,2023.0,2022.0,3.0,,F,WAFFLE(F),68.0,553.0,D-,WAFFLE(F/D),74.0,2019.0,2018.0,4.0,2024
186715,C,97.0,922.0,C,WAFFLE(C/C),WAFFLE(C<-),96.0,2024.0,2023.0,2.0,,,WAFFLE,,,,WAFFLE,,,,,2024
186716,,,,,WAFFLE,WAFFLE,,,,,,,WAFFLE,,,,WAFFLE,,,,,2024
186729,C-,93.0,884.0,C-,WAFFLE(C/C),WAFFLE(C<D),94.0,2022.0,,1.0,,D+,WAFFLE(D),87.0,707.0,C,WAFFLE(D/C),95.0,2016.0,2016.0,2.0,2024
403230,D,83.0,789.0,D+,WAFFLE(D/D),WAFFLE(D<D),85.0,2024.0,2022.0,5.0,,D,WAFFLE(D),84.0,683.0,C-,WAFFLE(D/C),93.0,2020.0,2019.0,5.0,2024
407229,C+,107.0,1017.0,B-,WAFFLE(C/B),WAFFLE(C<C),110.0,2024.0,2022.0,3.0,,C,WAFFLE(C),99.0,805.0,C+,WAFFLE(C/C),108.0,2019.0,2017.0,3.0,2024
464991,C+,108.0,1026.0,C,WAFFLE(C/C),WAFFLE(C<-),101.0,2022.0,,1.0,,,WAFFLE,,,,WAFFLE,,2020.0,,1.0,2024
453801,D+,88.0,836.0,D+,WAFFLE(D/D),WAFFLE(D<-),87.0,2024.0,2022.0,2.0,,,WAFFLE,,,,WAFFLE,,,,,2024
327647,C,96.0,912.0,C-,WAFFLE(C/C),WAFFLE(C<C),93.0,2023.0,2022.0,3.0,,C,WAFFLE(C),96.0,780.0,C,WAFFLE(C/C),100.0,2019.0,2018.0,4.0,2024
327624,B,122.0,1159.0,B-,WAFFLE(B/B),WAFFLE(B<-),114.0,2023.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
223406,D+,88.0,836.0,D+,WAFFLE(D/D),WAFFLE(D<C),85.0,2023.0,2021.0,2.0,,C-,WAFFLE(C),91.0,740.0,C,WAFFLE(C/C),95.0,2019.0,2017.0,3.0,2024
186745,D,77.0,732.0,D-,WAFFLE(D/D),WAFFLE(D<D),74.0,2023.0,,1.0,,D,WAFFLE(D),79.0,642.0,D,WAFFLE(D/D),83.0,2018.0,2017.0,4.0,2024
186750,C+,105.0,998.0,C,WAFFLE(C/C),WAFFLE(C<C),103.0,2024.0,2023.0,4.0,,C+,WAFFLE(C),108.0,878.0,B-,WAFFLE(C/B),113.0,2020.0,2018.0,5.0,2024
186752,F,66.0,627.0,F,WAFFLE(F/F),WAFFLE(F<D),64.0,2022.0,,1.0,,D-,WAFFLE(D),71.0,577.0,D-,WAFFLE(D/D),74.0,2016.0,,1.0,2024
186744,C,100.0,950.0,C,WAFFLE(C/C),WAFFLE(C<D),97.0,2023.0,2021.0,3.0,,D+,WAFFLE(D),88.0,715.0,C-,WAFFLE(D/C),92.0,2020.0,2019.0,3.0,2024
213231,C,100.0,950.0,C,WAFFLE(C/C),WAFFLE(C<C),104.0,2022.0,,1.0,,C,WAFFLE(C),97.0,789.0,C,WAFFLE(C/C),102.0,2019.0,2017.0,3.0,2024
407145,A,139.0,1321.0,A,WAFFLE(A/A),WAFFLE(A<A),135.0,2023.0,2022.0,3.0,,A,WAFFLE(A),137.0,1114.0,A,WAFFLE(A/A),144.0,2019.0,2018.0,5.0,2024
444445,D-,72.0,684.0,D-,WAFFLE(D/D),WAFFLE(D<D),71.0,2022.0,,1.0,,D-,WAFFLE(D),70.0,569.0,D-,WAFFLE(D/D),73.0,2020.0,,1.0,2024
346458,C,97.0,922.0,C,WAFFLE(C/C),WAFFLE(C<C),98.0,2022.0,,1.0,,C,WAFFLE(C),102.0,829.0,C,WAFFLE(C/C),103.0,2019.0,2017.0,4.0,2024
351894,B,118.0,1121.0,B,WAFFLE(B/B),WAFFLE(B<C),124.0,2023.0,2021.0,2.0,,C,WAFFLE(C),95.0,772.0,C,WAFFLE(C/C),97.0,2020.0,2018.0,4.0,2024
445971,A,140.0,1330.0,A,WAFFLE(A/A),WAFFLE(A<B),136.0,2022.0,,1.0,,B+,WAFFLE(B),128.0,1041.0,B+,WAFFLE(B/B),125.0,2019.0,2017.0,2.0,2024
293186,A,141.0,1340.0,A,WAFFLE(A/A),WAFFLE(A<-),140.0,2022.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
274310,C,96.0,912.0,C-,WAFFLE(C/C),WAFFLE(C<C),94.0,2022.0,2021.0,3.0,,C,WAFFLE(C),97.0,789.0,C-,WAFFLE(C/C),94.0,2020.0,2019.0,4.0,2024
277564,C,97.0,922.0,C,WAFFLE(C/C),WAFFLE(C<C),95.0,2022.0,2021.0,3.0,,C,WAFFLE(C),101.0,821.0,C,WAFFLE(C/C),98.0,2020.0,2019.0,3.0,2024
360556,C,97.0,922.0,C,WAFFLE(C/C),WAFFLE(C<C),96.0,2023.0,2021.0,3.0,,C,WAFFLE(C),103.0,837.0,C,WAFFLE(C/C),100.0,2020.0,2019.0,2.0,2024
186492,B,122.0,1159.0,B,WAFFLE(B/B),WAFFLE(B<A),122.0,2023.0,2022.0,3.0,,A+,WAFFLE(A),146.0,1187.0,A,WAFFLE(A/A),143.0,2020.0,2016.0,2.0,2024
186496,D+,86.0,817.0,D+,WAFFLE(D/D),WAFFLE(D<D),85.0,2022.0,,1.0,,D,WAFFLE(D),79.0,642.0,D,WAFFLE(D/D),78.0,2020.0,2015.0,2.0,2024
186508,C,98.0,931.0,C,WAFFLE(C/C),WAFFLE(C<C),96.0,2022.0,2021.0,2.0,,C-,WAFFLE(C),93.0,756.0,C-,WAFFLE(C/C),91.0,2020.0,2018.0,4.0,2024
186509,F,58.0,551.0,F,WAFFLE(F/F),WAFFLE(F<F),58.0,2023.0,2022.0,2.0,,F,WAFFLE(F),67.0,545.0,F,WAFFLE(F/F),67.0,2015.0,,1.0,2024
414139,B,115.0,1093.0,B-,WAFFLE(B/B),WAFFLE(B<B),114.0,2022.0,2021.0,2.0,,B,WAFFLE(B),120.0,976.0,B,WAFFLE(B/B),117.0,2019.0,2017.0,4.0,2024
445959,C-,90.0,855.0,C-,WAFFLE(C/C),WAFFLE(C<D),93.0,2023.0,2021.0,2.0,,D+,WAFFLE(D),86.0,699.0,D+,WAFFLE(D/D),87.0,2020.0,2018.0,2.0,2024
485127,B+,127.0,1207.0,A,WAFFLE(B/A),WAFFLE(B<-),139.0,2024.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
479345,C-,92.0,874.0,C,WAFFLE(C/C),WAFFLE(C<-),101.0,2024.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
499356,,,,,WAFFLE,WAFFLE,,,,,,,WAFFLE,,,,WAFFLE,,,,,2024
479350,A+,180.0,1710.0,A+,WAFFLE(A/A),WAFFLE(A<-),188.0,2023.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
310759,C,104.0,988.0,C+,WAFFLE(C/C),WAFFLE(C<C),105.0,2022.0,,1.0,,C,WAFFLE(C),104.0,846.0,C+,WAFFLE(C/C),106.0,2019.0,2017.0,3.0,2024
300851,C,100.0,950.0,C+,WAFFLE(C/C),WAFFLE(C<C),106.0,2023.0,2021.0,2.0,,C,WAFFLE(C),102.0,829.0,C+,WAFFLE(C/C),105.0,2019.0,2018.0,4.0,2024
277253,C-,92.0,874.0,C,WAFFLE(C/C),WAFFLE(C<C),96.0,2024.0,2022.0,2.0,,C,WAFFLE(C),101.0,821.0,C,WAFFLE(C/C),102.0,2018.0,2017.0,3.0,2024
277251,C,98.0,931.0,C,WAFFLE(C/C),WAFFLE(C<C),100.0,2022.0,,1.0,,C,WAFFLE(C),95.0,772.0,C,WAFFLE(C/C),97.0,2019.0,2017.0,3.0,2024
307062,D,81.0,770.0,D,WAFFLE(D/D),WAFFLE(D<C),82.0,2022.0,,1.0,,C,WAFFLE(C),95.0,772.0,C,WAFFLE(C/C),97.0,2020.0,2018.0,3.0,2024
307395,D+,85.0,808.0,D+,WAFFLE(D/D),WAFFLE(D<C),87.0,2022.0,,1.0,,C-,WAFFLE(C),90.0,732.0,C-,WAFFLE(C/C),92.0,2019.0,2017.0,3.0,2024
310758,D,78.0,741.0,D,WAFFLE(D/D),WAFFLE(D<D),79.0,2022.0,,1.0,,D,WAFFLE(D),81.0,659.0,D,WAFFLE(D/D),82.0,2019.0,,1.0,2024
341506,B-,111.0,1055.0,B,WAFFLE(B/B),WAFFLE(B<C),116.0,2023.0,2021.0,3.0,,C,WAFFLE(C),102.0,829.0,C,WAFFLE(C/C),104.0,2020.0,2019.0,4.0,2024
362435,D-,73.0,694.0,D,WAFFLE(D/D),WAFFLE(D<D),76.0,2024.0,2022.0,3.0,,D-,WAFFLE(D),71.0,577.0,D-,WAFFLE(D/D),72.0,2019.0,2018.0,4.0,2024
327630,C,101.0,960.0,C+,WAFFLE(C/C),WAFFLE(C<C),105.0,2023.0,,1.0,,C+,WAFFLE(C),106.0,862.0,C+,WAFFLE(C/C),107.0,2018.0,2017.0,2.0,2024
357183,F,68.0,646.0,F,WAFFLE(F/F),WAFFLE(F<D),69.0,2023.0,2021.0,2.0,,D+,WAFFLE(D),86.0,699.0,D+,WAFFLE(D/D),88.0,2020.0,2018.0,3.0,2024
348661,C-,94.0,893.0,C,WAFFLE(C/C),WAFFLE(C<C),98.0,2023.0,,1.0,,C+,WAFFLE(C),106.0,862.0,C+,WAFFLE(C/C),109.0,2015.0,,1.0,2024
327626,D,78.0,741.0,D,WAFFLE(D/D),WAFFLE(D<D),82.0,2024.0,2021.0,2.0,,D,WAFFLE(D),79.0,642.0,D,WAFFLE(D/D),81.0,2020.0,2015.0,2.0,2024
186629,D+,88.0,836.0,C-,WAFFLE(D/C),WAFFLE(D<C),93.0,2023.0,2021.0,2.0,,C-,WAFFLE(C),93.0,756.0,C,WAFFLE(C/C),96.0,2020.0,2015.0,2.0,2024
219637,,,,,WAFFLE,WAFFLE,,,,,,C-,WAFFLE(C),93.0,756.0,C-,WAFFLE(C/C),94.0,2018.0,2016.0,3.0,2024
219635,,,,,WAFFLE,WAFFLE,,,,,,D,WAFFLE(D),80.0,650.0,D,WAFFLE(D/D),82.0,2016.0,2015.0,2.0,2024
219636,C,101.0,960.0,C+,WAFFLE(C/C),WAFFLE(C<C),105.0,2023.0,2021.0,2.0,,C,WAFFLE(C),98.0,797.0,C,WAFFLE(C/C),99.0,2020.0,,1.0,2024
213222,B,115.0,1093.0,B,WAFFLE(B/B),WAFFLE(B<-),117.0,2022.0,,1.0,,,WAFFLE,,,,WAFFLE,,,,,2024
186632,D,77.0,732.0,D,WAFFLE(D/D),WAFFLE(D<B),78.0,2022.0,,1.0,,B-,WAFFLE(B),112.0,911.0,B-,WAFFLE(B/B),114.0,2020.0,2018.0,3.0,2024
186630,C+,107.0,1017.0,B-,WAFFLE(C/B),WAFFLE(C<B),113.0,2024.0,2023.0,4.0,,B-,WAFFLE(B),110.0,894.0,B-,WAFFLE(B/B),112.0,2020.0,2019.0,5.0,2024
186612,,,,,WAFFLE,WAFFLE,,,,,,C,WAFFLE(C),97.0,789.0,C,WAFFLE(C/C),99.0,2018.0,,1.0,2024
186602,,,,,WAFFLE,WAFFLE,,,,,,B-,WAFFLE(B),114.0,927.0,B,WAFFLE(B/B),117.0,2018.0,2016.0,3.0,2024
186606,,,,,WAFFLE,WAFFLE,,,,,,F,WAFFLE(F),61.0,496.0,F,WAFFLE(F/F),63.0,2018.0,2017.0,2.0,2024
